te	gloss	pos	status
అన్నయ్యవాళ్ళ	elder brother's (and his group's); from అన్నయ్య	noun — possessive/plural-associative	draft
కలిస్తే	if (you) meet; from కలువు/కలియు 'to meet'	verb — conditional	draft
తిరగా	for going around (part of తిరగడానికి, from తిరుగు)	verb — infinitive/dative, split form	draft
రోజులనించి	since (how many) days — from రోజు 'day' + ablative	noun — plural, ablative case	draft
రానివ్వకపోవటం	not allowing (in); verbal noun of రానివ్వకపోవు	verbal noun (negative)	draft
ఎక్కడున్నారు	where are (they/she)? — from ఎక్కడ + ఉన్నారు	interrogative + verb (present, honorific)	draft
నడుపుతున్న	running, operating (from నడుపు 'to run')	verb — present participle (adjectival)	draft
టానికే	"(part of తిరగటానికే) ""just for wandering about"" — dative of verbal noun + emphatic ఏ"	suffix fragment (verbal noun, dative + emphatic)	draft
ఒకదాన్నే	(I am) only one, the sole one (fem.); from ఒకటి 'one'	pronoun — emphatic form	draft
కుర్రాళ్ళను	boys, young men (accusative pl. of కుర్రాడు)	noun — accusative plural	draft
రేపునువ్వురా	"""you come tomorrow"" (రేపు + నువ్వు + రా, imperative of రా)"	phrase (adverb + pronoun + verb, imperative)	draft
బ్ర	brush (truncated form of బ్రష్)	noun — fragment	draft
పోయింది	went, left (from పోవు 'to go')	verb — past, 3sg neuter	draft
మోహన్స			ocr-junk
రక్షించుకో	protect themselves (imperative/inf. of రక్షించుకొను)	verb — reflexive, imperative	draft
కొలిచేలోగా	by the time (you) measure; from కొలుచు 'to measure'	verb — temporal clause form	draft
మీరింత	you + this much (in 'ఇంత వరకూ' = until now); from మీరు + ఇంత	pronoun + quantifier (sandhi)	draft
ఒకతెవి	you are one (fem.); from ఒకతె 'one woman'	noun + copula — 2sg fem	draft
మంచివి	good ones (neuter plural of మంచి 'good')	adjective used as noun — plural	draft
మనుషులతో	with (two) persons; from మనుషులు 'people'	noun — instrumental/comitative plural	draft
అక్షర్లేదండీ	no need, sir (colloq. అక్కర లేదు + ండీ)	verb phrase — negative, polite	draft
ఇంటివాళ్లు	the household members, family folk (ఇంటివాడు pl.)	noun — plural	draft
అవను	yes (colloquial form of అవును)	interjection	draft
కొన్నింటికే	only for a few (of them); from కొన్ని	pronoun — dative plural with emphatic -ఏ	draft
చదవటంలేదు	am not reading (from చదువు, 'to read')	verb — negative present, 1sg	draft
వాళ్ళెవరు	who are they (which ones)? — వాళ్ళు + ఎవరు	pronoun phrase (interrogative)	draft
అసలే	at all, in the first place (from అసలు)	adverb	draft
వాడికోసం	for/after him (వాడు 'he' + కోసం 'for')	pronoun + postposition	draft
ఆడ్డావు	you play (chess); from ఆడు 'to play'	verb — present/future, 2sg	draft
ఎత్తటానికి	in order to lift (from ఎత్తు 'to lift')	verb — dative verbal noun (purposive)	draft
ఇన్నింటిని	all these (many things), accusative — from ఇన్ని	pronoun — accusative plural	draft
చిన్నబ్బాయికి	for/to the younger son (from చిన్నబ్బాయి)	noun — dative singular	draft
వృథా	in vain, wastefully (with cheyyi: to waste)	adverb/adjective	draft
రావటంతో	because of (their) coming; with the coming (of)	verbal noun + instrumental (from రావడం 'to come')	draft
నిల్చుంటాం	we will stand/wait (from నిలుచు)	verb — future, 1pl	draft
ఎదురైంది	crossed my path, came in front (from ఎదురుకావడం)	verb — past, 3sg neut	draft
వెళ్లాలి	must go, have to go (from వెళ్లు)	verb — obligative	draft
కట్టివేయించుకుని	having had (them) tied up for oneself; from కట్టివేయు 'tie up'	verb — causative-reflexive past participle	draft
రతిబంబం	reflection (OCR of ప్రతిబింబం)	noun	draft
ఏమంటే	because; that is to say (ఏమి + అంటే)	conjunction (conditional verb form)	draft
విద్యార్థినులం	we are (female) students; from విద్యార్థిని	noun — predicative, 1pl fem	draft
మామయ్యగారి	"uncle's (honorific); from మామయ్య ""maternal uncle"""	noun — genitive/oblique, honorific	draft
వచ్చినట్లు	as (it) came/did — from వచ్చు 'to come'	verb — past participle + నట్లు 'as, like'	draft
తీస్ఫోస్తాను	I will bring (him) (from తీసుకొచ్చు/తీసుకురా)	verb — future/habitual, 1sg	draft
అక్కణ్ణించి	from there (after that); from అక్కడ 'there'	adverb — ablative	draft
అప్పుడప్పుడు	now and then, occasionally	adverb	draft
స్మూల్లోచేరు	join (in) the school — imperative of చేరు	phrase: locative noun + verb imperative	draft
చూపించకు	don't show (from చూపించు, to show)	verb — negative imperative, 2sg	draft
ఆగని	not stopping (negative adjectival form of ఆగు)	verb — negative participle, adjectival	draft
కాలుతున్నాయి	are burning (from కాలు, to burn)	verb — present continuous, 3pl	draft
పొడు			ocr-junk
సరేనమ్మా	"""all right, dear"" (సరే + అమ్మా, address to woman)"	interjection + vocative noun	draft
యిష్టమే	(is) liked too — ఇష్టం + emphatic -ఏ	noun (predicative) with emphatic clitic	draft
బెనర్జీ	Banerjee (speaker's name)	name	draft
పెట్టుకుంటున్నావు	you have been wearing (from పెట్టుకొను, to wear/put on)	verb — present continuous, 2sg	draft
వస్తాడట	they say he'll come too (from వచ్చు, 'to come')	verb — future 3sg masc + reportative -అట	draft
బజారు	market (here: market shops)	noun	draft
లేదట	apparently did not (hearsay) — from లేదు + అట	verb — negative + reportive particle	draft
తమ్ముడా	younger brother? (తమ్ముడు + question marker ఆ)	noun — interrogative form of తమ్ముడు	draft
మంచివాళ్ళే	are good people too (from మంచివాళ్ళు + emphatic -ఏ)	noun — plural with emphatic particle	draft
ఎకరాలు	acres (plural of ఎకరం)	noun — plural	draft
తగ్గుతుంది	will subside/go down (from తగ్గు)	verb — future, 3sg neut	draft
నువ్విక్కడున్నావా	are you here? (నువ్వు + ఇక్కడ + ఉన్నావా)	contracted phrase — pronoun + adverb + verb, 2sg interrogative	draft
లలిత	"light (music); as in ""light music"""	adjective (noun modifier)	draft
తీసుకురండి	bring (it); from tīsukuravu — imperative, polite	verb — imperative, honorific/plural	draft
ఒకపన్ను	one tooth (ఒక + పన్ను)	noun phrase	draft
కొంటున్నాను	am buying (from కొను, to buy)	verb — present, 1sg	draft
చదువ్ర	read (it)! — familiar command, from చదువు	verb — imperative, familiar sg	draft
నమ్మకపోతే	if you don't believe (from నమ్ము, to believe)	verb — negative conditional, 2pl	draft
కొంటున్నావా	are you buying? (from కొను, to buy)	verb — present, 2sg, interrogative	draft
కాదమ్మా	"""it's not, dear"" (కాదు + అమ్మా, addressing affectionately)"	negative copula + vocative	draft
వెళ్లేది	the place you are going (to) — from వెళ్లు 'go'	verb — nominalized relative form	draft
దేవరాయలు	Devaraya (king's name)	name (proper noun, honorific plural)	draft
నివ్వటంలేదు	is not allowing (to move); from ఇవ్వు/నివ్వు 'let, allow'	verb — negative present, causative permissive	draft
ఎత్తలేవు	you cannot lift (from ఎత్తు, to lift)	verb — negative potential, 2sg	draft
న్నప్పుడు	"""while (doing)"" — suffix split from తరుగుతున్నప్పుడు, from -ఉన్నప్పుడు"	verbal suffix fragment (line-break split)	draft
